codeAssociationSortNumber|level|codeAcronym|codeOfficialTitle|codeMediumTitle|codeShortTitle|codeOfficialTitleEn|codeMediumTitleEn|codeShortTitleEn|codeNote|codeNoteEn|codeIncludes|codeIncludesAlso|codeExcludes|codeInfo|codeAdditionalInfo|codeInfoEn|codeUnitOfMeasure|parentCode|codeValidFrom|codeValidTo|codeDateCreated|codeDateModified
"87"|"5"|"SK0108508071"|"Malinovo"|"Malinovo"|"Malinovo"|"Malinovo"|"Malinovo"|"Malinovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"88"|"5"|"SK0108508098"|"Miloslavov"|"Miloslavov"|"Miloslavov"|"Miloslavov"|"Miloslavov"|"Miloslavov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"89"|"5"|"SK0108508110"|"Most pri Bratislave"|"Most pri Bratislave"|"Most pri Bratislave"|"Most pri Bratislave"|"Most pri Bratislave"|"Most pri Bratislave"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"90"|"5"|"SK0108508136"|"Nová Dedinka"|"Nová Dedinka"|"Nová Dedinka"|"Nová Dedinka"|"Nová Dedinka"|"Nová Dedinka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"91"|"5"|"SK0108582549"|"Nový Svet"|"Nový Svet"|"Nový Svet"|"Nový Svet"|"Nový Svet"|"Nový Svet"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"92"|"5"|"SK0108503983"|"Reca"|"Reca"|"Reca"|"Reca"|"Reca"|"Reca"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"93"|"5"|"SK0108508209"|"Rovinka"|"Rovinka"|"Rovinka"|"Rovinka"|"Rovinka"|"Rovinka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"94"|"5"|"SK0108508217"|"Senec"|"Senec"|"Senec"|"Senec"|"Senec"|"Senec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"95"|"5"|"SK0108508276"|"Tomášov"|"Tomášov"|"Tomášov"|"Tomášov"|"Tomášov"|"Tomášov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"96"|"5"|"SK0108507911"|"Chorvátsky Grob"|"Chorvátsky Grob"|"Chorvátsky Grob"|"Chorvátsky Grob"|"Chorvátsky Grob"|"Chorvátsky Grob"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"97"|"5"|"SK0108508284"|"Tureň"|"Tureň"|"Tureň"|"Tureň"|"Tureň"|"Tureň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"98"|"5"|"SK0108508292"|"Veľký Biel"|"Veľký Biel"|"Veľký Biel"|"Veľký Biel"|"Veľký Biel"|"Veľký Biel"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"99"|"5"|"SK0108508331"|"Vlky"|"Vlky"|"Vlky"|"Vlky"|"Vlky"|"Vlky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"100"|"5"|"SK0108555509"|"Zálesie"|"Zálesie"|"Zálesie"|"Zálesie"|"Zálesie"|"Zálesie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0108"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"101"|"2"|"SK02"|"Západné Slovensko"|"Západné Slovensko"|"Západné Slovensko"|"West Slovakia"|"Západné Slovensko"|"Západné Slovensko"|"regionálna štatistická územná jednotka oblasť"|""|""|""|""|""|""|""|""|"SK0"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"102"|"3"|"SK021"|"Trnavský kraj"|"Trnavský kraj"|"Trnavský kraj"|"Region of Trnava"|"Trnava"|"Trnava"|"regionálna štatistická územná jednotka kraj"|""|""|""|""|""|""|""|""|"SK02"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"103"|"4"|"SK0211"|"Okres Dunajská Streda"|"Dunajská Streda"|"Dunajská Streda"|"District of Dunajská Streda"|"Dunajská Streda"|"Dunajská Streda"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK021"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"104"|"5"|"SK0211501441"|"Báč"|"Báč"|"Báč"|"Báč"|"Báč"|"Báč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"105"|"5"|"SK0211501450"|"Baka"|"Baka"|"Baka"|"Baka"|"Baka"|"Baka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"106"|"5"|"SK0211501468"|"Baloň"|"Baloň"|"Baloň"|"Baloň"|"Baloň"|"Baloň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"107"|"5"|"SK0211555517"|"Bellova Ves"|"Bellova Ves"|"Bellova Ves"|"Bellova Ves"|"Bellova Ves"|"Bellova Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"108"|"5"|"SK0211501484"|"Blahová"|"Blahová"|"Blahová"|"Blahová"|"Blahová"|"Blahová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"109"|"5"|"SK0211501492"|"Blatná na Ostrove"|"Blatná na Ostrove"|"Blatná na Ostrove"|"Blatná na Ostrove"|"Blatná na Ostrove"|"Blatná na Ostrove"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"110"|"5"|"SK0211503461"|"Bodíky"|"Bodíky"|"Bodíky"|"Bodíky"|"Bodíky"|"Bodíky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"111"|"5"|"SK0211501506"|"Boheľov"|"Boheľov"|"Boheľov"|"Boheľov"|"Boheľov"|"Boheľov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"112"|"5"|"SK0211501514"|"Čakany"|"Čakany"|"Čakany"|"Čakany"|"Čakany"|"Čakany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"113"|"5"|"SK0211580554"|"Čenkovce"|"Čenkovce"|"Čenkovce"|"Čenkovce"|"Čenkovce"|"Čenkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"114"|"5"|"SK0211501531"|"Čiližská Radvaň"|"Čiližská Radvaň"|"Čiližská Radvaň"|"Čiližská Radvaň"|"Čiližská Radvaň"|"Čiližská Radvaň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"115"|"5"|"SK0211501549"|"Dobrohošť"|"Dobrohošť"|"Dobrohošť"|"Dobrohošť"|"Dobrohošť"|"Dobrohošť"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"116"|"5"|"SK0211501557"|"Dolný Bar"|"Dolný Bar"|"Dolný Bar"|"Dolný Bar"|"Dolný Bar"|"Dolný Bar"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"117"|"5"|"SK0211501611"|"Dolný Štál"|"Dolný Štál"|"Dolný Štál"|"Dolný Štál"|"Dolný Štál"|"Dolný Štál"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"118"|"5"|"SK0211501433"|"Dunajská Streda"|"Dunajská Streda"|"Dunajská Streda"|"Dunajská Streda"|"Dunajská Streda"|"Dunajská Streda"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"119"|"5"|"SK0211555541"|"Dunajský Klátov"|"Dunajský Klátov"|"Dunajský Klátov"|"Dunajský Klátov"|"Dunajský Klátov"|"Dunajský Klátov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"120"|"5"|"SK0211501573"|"Gabčíkovo"|"Gabčíkovo"|"Gabčíkovo"|"Gabčíkovo"|"Gabčíkovo"|"Gabčíkovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"121"|"5"|"SK0211501581"|"Holice"|"Holice"|"Holice"|"Holice"|"Holice"|"Holice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"122"|"5"|"SK0211501590"|"Horná Potôň"|"Horná Potôň"|"Horná Potôň"|"Horná Potôň"|"Horná Potôň"|"Horná Potôň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"123"|"5"|"SK0211555568"|"Horné Mýto"|"Horné Mýto"|"Horné Mýto"|"Horné Mýto"|"Horné Mýto"|"Horné Mýto"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"124"|"5"|"SK0211501603"|"Horný Bar"|"Horný Bar"|"Horný Bar"|"Horný Bar"|"Horný Bar"|"Horný Bar"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"125"|"5"|"SK0211501620"|"Hubice"|"Hubice"|"Hubice"|"Hubice"|"Hubice"|"Hubice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"126"|"5"|"SK0211501638"|"Hviezdoslavov"|"Hviezdoslavov"|"Hviezdoslavov"|"Hviezdoslavov"|"Hviezdoslavov"|"Hviezdoslavov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"127"|"5"|"SK0211501654"|"Jahodná"|"Jahodná"|"Jahodná"|"Jahodná"|"Jahodná"|"Jahodná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"128"|"5"|"SK0211501662"|"Janíky"|"Janíky"|"Janíky"|"Janíky"|"Janíky"|"Janíky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"129"|"5"|"SK0211501671"|"Jurová"|"Jurová"|"Jurová"|"Jurová"|"Jurová"|"Jurová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"130"|"5"|"SK0211501689"|"Kľúčovec"|"Kľúčovec"|"Kľúčovec"|"Kľúčovec"|"Kľúčovec"|"Kľúčovec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"131"|"5"|"SK0211501697"|"Kostolné Kračany"|"Kostolné Kračany"|"Kostolné Kračany"|"Kostolné Kračany"|"Kostolné Kračany"|"Kostolné Kračany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"132"|"5"|"SK0211501701"|"Kráľovičove Kračany"|"Kráľovičove Kračany"|"Kráľovičove Kračany"|"Kráľovičove Kračany"|"Kráľovičove Kračany"|"Kráľovičove Kračany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"133"|"5"|"SK0211501719"|"Kútniky"|"Kútniky"|"Kútniky"|"Kútniky"|"Kútniky"|"Kútniky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"134"|"5"|"SK0211501727"|"Kvetoslavov"|"Kvetoslavov"|"Kvetoslavov"|"Kvetoslavov"|"Kvetoslavov"|"Kvetoslavov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"135"|"5"|"SK0211580597"|"Kyselica"|"Kyselica"|"Kyselica"|"Kyselica"|"Kyselica"|"Kyselica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"136"|"5"|"SK0211501735"|"Lehnice"|"Lehnice"|"Lehnice"|"Lehnice"|"Lehnice"|"Lehnice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"137"|"5"|"SK0211501743"|"Lúč na Ostrove"|"Lúč na Ostrove"|"Lúč na Ostrove"|"Lúč na Ostrove"|"Lúč na Ostrove"|"Lúč na Ostrove"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"138"|"5"|"SK0211555606"|"Macov"|"Macov"|"Macov"|"Macov"|"Macov"|"Macov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"139"|"5"|"SK0211555649"|"Mad"|"Mad"|"Mad"|"Mad"|"Mad"|"Mad"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"140"|"5"|"SK0211555665"|"Malé Dvorníky"|"Malé Dvorníky"|"Malé Dvorníky"|"Malé Dvorníky"|"Malé Dvorníky"|"Malé Dvorníky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"141"|"5"|"SK0211501760"|"Medveďov"|"Medveďov"|"Medveďov"|"Medveďov"|"Medveďov"|"Medveďov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"142"|"5"|"SK0211501778"|"Mierovo"|"Mierovo"|"Mierovo"|"Mierovo"|"Mierovo"|"Mierovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"143"|"5"|"SK0211501786"|"Michal na Ostrove"|"Michal na Ostrove"|"Michal na Ostrove"|"Michal na Ostrove"|"Michal na Ostrove"|"Michal na Ostrove"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"144"|"5"|"SK0211501930"|"Ňárad"|"Ňárad"|"Ňárad"|"Ňárad"|"Ňárad"|"Ňárad"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"145"|"5"|"SK0211501808"|"Nový Život"|"Nový Život"|"Nový Život"|"Nový Život"|"Nový Život"|"Nový Život"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"146"|"5"|"SK0211501816"|"Ohrady"|"Ohrady"|"Ohrady"|"Ohrady"|"Ohrady"|"Ohrady"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"147"|"5"|"SK0211501824"|"Okoč"|"Okoč"|"Okoč"|"Okoč"|"Okoč"|"Okoč"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"148"|"5"|"SK0211501832"|"Oľdza"|"Oľdza"|"Oľdza"|"Oľdza"|"Oľdza"|"Oľdza"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"149"|"5"|"SK0211501859"|"Orechová Potôň"|"Orechová Potôň"|"Orechová Potôň"|"Orechová Potôň"|"Orechová Potôň"|"Orechová Potôň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"150"|"5"|"SK0211501867"|"Padáň"|"Padáň"|"Padáň"|"Padáň"|"Padáň"|"Padáň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"151"|"5"|"SK0211501883"|"Pataš"|"Pataš"|"Pataš"|"Pataš"|"Pataš"|"Pataš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"152"|"5"|"SK0211582522"|"Potônske Lúky"|"Potônske Lúky"|"Potônske Lúky"|"Potônske Lúky"|"Potônske Lúky"|"Potônske Lúky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"153"|"5"|"SK0211555720"|"Povoda"|"Povoda"|"Povoda"|"Povoda"|"Povoda"|"Povoda"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"154"|"5"|"SK0211501891"|"Rohovce"|"Rohovce"|"Rohovce"|"Rohovce"|"Rohovce"|"Rohovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"155"|"5"|"SK0211501875"|"Sap"|"Sap"|"Sap"|"Sap"|"Sap"|"Sap"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"156"|"5"|"SK0211501905"|"Šamorín"|"Šamorín"|"Šamorín"|"Šamorín"|"Šamorín"|"Šamorín"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"157"|"5"|"SK0211501913"|"Štvrtok na Ostrove"|"Štvrtok na Ostrove"|"Štvrtok na Ostrove"|"Štvrtok na Ostrove"|"Štvrtok na Ostrove"|"Štvrtok na Ostrove"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"158"|"5"|"SK0211501921"|"Topoľníky"|"Topoľníky"|"Topoľníky"|"Topoľníky"|"Topoľníky"|"Topoľníky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"159"|"5"|"SK0211555576"|"Trhová Hradská"|"Trhová Hradská"|"Trhová Hradská"|"Trhová Hradská"|"Trhová Hradská"|"Trhová Hradská"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"160"|"5"|"SK0211501956"|"Trnávka"|"Trnávka"|"Trnávka"|"Trnávka"|"Trnávka"|"Trnávka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"161"|"5"|"SK0211501964"|"Trstená na Ostrove"|"Trstená na Ostrove"|"Trstená na Ostrove"|"Trstená na Ostrove"|"Trstená na Ostrove"|"Trstená na Ostrove"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"162"|"5"|"SK0211501972"|"Veľká Paka"|"Veľká Paka"|"Veľká Paka"|"Veľká Paka"|"Veľká Paka"|"Veľká Paka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"163"|"5"|"SK0211501981"|"Veľké Blahovo"|"Veľké Blahovo"|"Veľké Blahovo"|"Veľké Blahovo"|"Veľké Blahovo"|"Veľké Blahovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"164"|"5"|"SK0211555673"|"Veľké Dvorníky"|"Veľké Dvorníky"|"Veľké Dvorníky"|"Veľké Dvorníky"|"Veľké Dvorníky"|"Veľké Dvorníky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"165"|"5"|"SK0211501522"|"Veľký Meder"|"Veľký Meder"|"Veľký Meder"|"Veľký Meder"|"Veľký Meder"|"Veľký Meder"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"166"|"5"|"SK0211555746"|"Vieska"|"Vieska"|"Vieska"|"Vieska"|"Vieska"|"Vieska"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"167"|"5"|"SK0211501999"|"Vojka nad Dunajom"|"Vojka nad Dunajom"|"Vojka nad Dunajom"|"Vojka nad Dunajom"|"Vojka nad Dunajom"|"Vojka nad Dunajom"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"168"|"5"|"SK0211502006"|"Vrakúň"|"Vrakúň"|"Vrakúň"|"Vrakúň"|"Vrakúň"|"Vrakúň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"169"|"5"|"SK0211502014"|"Vydrany"|"Vydrany"|"Vydrany"|"Vydrany"|"Vydrany"|"Vydrany"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"170"|"5"|"SK0211502022"|"Zlaté Klasy"|"Zlaté Klasy"|"Zlaté Klasy"|"Zlaté Klasy"|"Zlaté Klasy"|"Zlaté Klasy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0211"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"171"|"4"|"SK0212"|"Okres Galanta"|"Galanta"|"Galanta"|"District of Galanta"|"Galanta"|"Galanta"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK021"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"172"|"5"|"SK0212503673"|"Abrahám"|"Abrahám"|"Abrahám"|"Abrahám"|"Abrahám"|"Abrahám"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"173"|"5"|"SK0212503690"|"Čierna Voda"|"Čierna Voda"|"Čierna Voda"|"Čierna Voda"|"Čierna Voda"|"Čierna Voda"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"174"|"5"|"SK0212503703"|"Čierny Brod"|"Čierny Brod"|"Čierny Brod"|"Čierny Brod"|"Čierny Brod"|"Čierny Brod"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"175"|"5"|"SK0212555789"|"Dolná Streda"|"Dolná Streda"|"Dolná Streda"|"Dolná Streda"|"Dolná Streda"|"Dolná Streda"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"176"|"5"|"SK0212503746"|"Dolné Saliby"|"Dolné Saliby"|"Dolné Saliby"|"Dolné Saliby"|"Dolné Saliby"|"Dolné Saliby"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"177"|"5"|"SK0212503754"|"Dolný Chotár"|"Dolný Chotár"|"Dolný Chotár"|"Dolný Chotár"|"Dolný Chotár"|"Dolný Chotár"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"178"|"5"|"SK0212503665"|"Galanta"|"Galanta"|"Galanta"|"Galanta"|"Galanta"|"Galanta"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"179"|"5"|"SK0212503762"|"Gáň"|"Gáň"|"Gáň"|"Gáň"|"Gáň"|"Gáň"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"180"|"5"|"SK0212503771"|"Horné Saliby"|"Horné Saliby"|"Horné Saliby"|"Horné Saliby"|"Horné Saliby"|"Horné Saliby"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"181"|"5"|"SK0212503789"|"Hoste"|"Hoste"|"Hoste"|"Hoste"|"Hoste"|"Hoste"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"182"|"5"|"SK0212503827"|"Jánovce"|"Jánovce"|"Jánovce"|"Jánovce"|"Jánovce"|"Jánovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0212"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
