codeAssociationSortNumber|level|codeAcronym|codeOfficialTitle|codeMediumTitle|codeShortTitle|codeOfficialTitleEn|codeMediumTitleEn|codeShortTitleEn|codeNote|codeNoteEn|codeIncludes|codeIncludesAlso|codeExcludes|codeInfo|codeAdditionalInfo|codeInfoEn|codeUnitOfMeasure|parentCode|codeValidFrom|codeValidTo|codeDateCreated|codeDateModified
"2801"|"5"|"SK0428525618"|"Dedinky"|"Dedinky"|"Dedinky"|"Dedinky"|"Dedinky"|"Dedinky"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2802"|"5"|"SK0428525626"|"Dlhá Ves"|"Dlhá Ves"|"Dlhá Ves"|"Dlhá Ves"|"Dlhá Ves"|"Dlhá Ves"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2803"|"5"|"SK0428525634"|"Dobšiná"|"Dobšiná"|"Dobšiná"|"Dobšiná"|"Dobšiná"|"Dobšiná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2804"|"5"|"SK0428525642"|"Drnava"|"Drnava"|"Drnava"|"Drnava"|"Drnava"|"Drnava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2805"|"5"|"SK0428525651"|"Gemerská Hôrka"|"Gemerská Hôrka"|"Gemerská Hôrka"|"Gemerská Hôrka"|"Gemerská Hôrka"|"Gemerská Hôrka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2806"|"5"|"SK0428514748"|"Gemerská Panica"|"Gemerská Panica"|"Gemerská Panica"|"Gemerská Panica"|"Gemerská Panica"|"Gemerská Panica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2807"|"5"|"SK0428525669"|"Gemerská Poloma"|"Gemerská Poloma"|"Gemerská Poloma"|"Gemerská Poloma"|"Gemerská Poloma"|"Gemerská Poloma"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2808"|"5"|"SK0428525693"|"Gočaltovo"|"Gočaltovo"|"Gočaltovo"|"Gočaltovo"|"Gočaltovo"|"Gočaltovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2809"|"5"|"SK0428525707"|"Gočovo"|"Gočovo"|"Gočovo"|"Gočovo"|"Gočovo"|"Gočovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2810"|"5"|"SK0428525715"|"Hanková"|"Hanková"|"Hanková"|"Hanková"|"Hanková"|"Hanková"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2811"|"5"|"SK0428525723"|"Henckovce"|"Henckovce"|"Henckovce"|"Henckovce"|"Henckovce"|"Henckovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2812"|"5"|"SK0428525731"|"Honce"|"Honce"|"Honce"|"Honce"|"Honce"|"Honce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2813"|"5"|"SK0428525740"|"Hrhov"|"Hrhov"|"Hrhov"|"Hrhov"|"Hrhov"|"Hrhov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2814"|"5"|"SK0428525758"|"Hrušov"|"Hrušov"|"Hrušov"|"Hrušov"|"Hrušov"|"Hrušov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2815"|"5"|"SK0428525782"|"Jablonov nad Turňou"|"Jablonov nad Turňou"|"Jablonov nad Turňou"|"Jablonov nad Turňou"|"Jablonov nad Turňou"|"Jablonov nad Turňou"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2816"|"5"|"SK0428560049"|"Jovice"|"Jovice"|"Jovice"|"Jovice"|"Jovice"|"Jovice"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2817"|"5"|"SK0428525821"|"Kečovo"|"Kečovo"|"Kečovo"|"Kečovo"|"Kečovo"|"Kečovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2818"|"5"|"SK0428525839"|"Kobeliarovo"|"Kobeliarovo"|"Kobeliarovo"|"Kobeliarovo"|"Kobeliarovo"|"Kobeliarovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2819"|"5"|"SK0428525847"|"Koceľovce"|"Koceľovce"|"Koceľovce"|"Koceľovce"|"Koceľovce"|"Koceľovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2820"|"5"|"SK0428525855"|"Kováčová"|"Kováčová"|"Kováčová"|"Kováčová"|"Kováčová"|"Kováčová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2821"|"5"|"SK0428525863"|"Krásnohorská Dlhá Lúka"|"Krásnohorská Dlhá Lúka"|"Krásnohorská Dlhá Lúka"|"Krásnohorská Dlhá Lúka"|"Krásnohorská Dlhá Lúka"|"Krásnohorská Dlhá Lúka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2822"|"5"|"SK0428525871"|"Krásnohorské Podhradie"|"Krásnohorské Podhradie"|"Krásnohorské Podhradie"|"Krásnohorské Podhradie"|"Krásnohorské Podhradie"|"Krásnohorské Podhradie"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2823"|"5"|"SK0428560065"|"Kružná"|"Kružná"|"Kružná"|"Kružná"|"Kružná"|"Kružná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2824"|"5"|"SK0428525898"|"Kunova Teplica"|"Kunova Teplica"|"Kunova Teplica"|"Kunova Teplica"|"Kunova Teplica"|"Kunova Teplica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2825"|"5"|"SK0428525910"|"Lipovník"|"Lipovník"|"Lipovník"|"Lipovník"|"Lipovník"|"Lipovník"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2826"|"5"|"SK0428525936"|"Lúčka"|"Lúčka"|"Lúčka"|"Lúčka"|"Lúčka"|"Lúčka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2827"|"5"|"SK0428525952"|"Markuška"|"Markuška"|"Markuška"|"Markuška"|"Markuška"|"Markuška"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2828"|"5"|"SK0428525961"|"Meliata"|"Meliata"|"Meliata"|"Meliata"|"Meliata"|"Meliata"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2829"|"5"|"SK0428526045"|"Nižná Slaná"|"Nižná Slaná"|"Nižná Slaná"|"Nižná Slaná"|"Nižná Slaná"|"Nižná Slaná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2830"|"5"|"SK0428526053"|"Ochtiná"|"Ochtiná"|"Ochtiná"|"Ochtiná"|"Ochtiná"|"Ochtiná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2831"|"5"|"SK0428526061"|"Pača"|"Pača"|"Pača"|"Pača"|"Pača"|"Pača"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2832"|"5"|"SK0428526070"|"Pašková"|"Pašková"|"Pašková"|"Pašková"|"Pašková"|"Pašková"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2833"|"5"|"SK0428526088"|"Petrovo"|"Petrovo"|"Petrovo"|"Petrovo"|"Petrovo"|"Petrovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2834"|"5"|"SK0428526096"|"Plešivec"|"Plešivec"|"Plešivec"|"Plešivec"|"Plešivec"|"Plešivec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2835"|"5"|"SK0428526126"|"Rakovnica"|"Rakovnica"|"Rakovnica"|"Rakovnica"|"Rakovnica"|"Rakovnica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2836"|"5"|"SK0428526134"|"Rejdová"|"Rejdová"|"Rejdová"|"Rejdová"|"Rejdová"|"Rejdová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2837"|"5"|"SK0428526185"|"Roštár"|"Roštár"|"Roštár"|"Roštár"|"Roštár"|"Roštár"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2838"|"5"|"SK0428526177"|"Rochovce"|"Rochovce"|"Rochovce"|"Rochovce"|"Rochovce"|"Rochovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2839"|"5"|"SK0428526193"|"Rozložná"|"Rozložná"|"Rozložná"|"Rozložná"|"Rozložná"|"Rozložná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2840"|"5"|"SK0428525529"|"Rožňava"|"Rožňava"|"Rožňava"|"Rožňava"|"Rožňava"|"Rožňava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2841"|"5"|"SK0428526207"|"Rožňavské Bystré"|"Rožňavské Bystré"|"Rožňavské Bystré"|"Rožňavské Bystré"|"Rožňavské Bystré"|"Rožňavské Bystré"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2842"|"5"|"SK0428526215"|"Rudná"|"Rudná"|"Rudná"|"Rudná"|"Rudná"|"Rudná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2843"|"5"|"SK0428526223"|"Silica"|"Silica"|"Silica"|"Silica"|"Silica"|"Silica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2844"|"5"|"SK0428526231"|"Silická Brezová"|"Silická Brezová"|"Silická Brezová"|"Silická Brezová"|"Silická Brezová"|"Silická Brezová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2845"|"5"|"SK0428526240"|"Silická Jablonica"|"Silická Jablonica"|"Silická Jablonica"|"Silická Jablonica"|"Silická Jablonica"|"Silická Jablonica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2846"|"5"|"SK0428526266"|"Slavec"|"Slavec"|"Slavec"|"Slavec"|"Slavec"|"Slavec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2847"|"5"|"SK0428526274"|"Slavoška"|"Slavoška"|"Slavoška"|"Slavoška"|"Slavoška"|"Slavoška"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2848"|"5"|"SK0428526282"|"Slavošovce"|"Slavošovce"|"Slavošovce"|"Slavošovce"|"Slavošovce"|"Slavošovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2849"|"5"|"SK0428526291"|"Stratená"|"Stratená"|"Stratená"|"Stratená"|"Stratená"|"Stratená"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2850"|"5"|"SK0428526312"|"Štítnik"|"Štítnik"|"Štítnik"|"Štítnik"|"Štítnik"|"Štítnik"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2851"|"5"|"SK0428526339"|"Vlachovo"|"Vlachovo"|"Vlachovo"|"Vlachovo"|"Vlachovo"|"Vlachovo"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2852"|"5"|"SK0428526347"|"Vyšná Slaná"|"Vyšná Slaná"|"Vyšná Slaná"|"Vyšná Slaná"|"Vyšná Slaná"|"Vyšná Slaná"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0428"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2853"|"4"|"SK0429"|"Okres Sobrance"|"Sobrance"|"Sobrance"|"District of Sobrance"|"Sobrance"|"Sobrance"|"lokálna štatistická územná jednotka okres"|""|""|""|""|""|""|""|""|"SK042"|"01.08.2004"|""|"16.10.2006"|"25.09.2007"
"2854"|"5"|"SK0429522309"|"Baškovce"|"Baškovce"|"Baškovce"|"Baškovce"|"Baškovce"|"Baškovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2855"|"5"|"SK0429522317"|"Beňatina"|"Beňatina"|"Beňatina"|"Beňatina"|"Beňatina"|"Beňatina"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2856"|"5"|"SK0429522325"|"Bežovce"|"Bežovce"|"Bežovce"|"Bežovce"|"Bežovce"|"Bežovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2857"|"5"|"SK0429522333"|"Blatná Polianka"|"Blatná Polianka"|"Blatná Polianka"|"Blatná Polianka"|"Blatná Polianka"|"Blatná Polianka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2858"|"5"|"SK0429522341"|"Blatné Remety"|"Blatné Remety"|"Blatné Remety"|"Blatné Remety"|"Blatné Remety"|"Blatné Remety"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2859"|"5"|"SK0429522350"|"Blatné Revištia"|"Blatné Revištia"|"Blatné Revištia"|"Blatné Revištia"|"Blatné Revištia"|"Blatné Revištia"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2860"|"5"|"SK0429522384"|"Bunkovce"|"Bunkovce"|"Bunkovce"|"Bunkovce"|"Bunkovce"|"Bunkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2861"|"5"|"SK0429522422"|"Fekišovce"|"Fekišovce"|"Fekišovce"|"Fekišovce"|"Fekišovce"|"Fekišovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2862"|"5"|"SK0429522457"|"Hlivištia"|"Hlivištia"|"Hlivištia"|"Hlivištia"|"Hlivištia"|"Hlivištia"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2863"|"5"|"SK0429522473"|"Horňa"|"Horňa"|"Horňa"|"Horňa"|"Horňa"|"Horňa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2864"|"5"|"SK0429522490"|"Husák"|"Husák"|"Husák"|"Husák"|"Husák"|"Husák"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2865"|"5"|"SK0429522520"|"Inovce"|"Inovce"|"Inovce"|"Inovce"|"Inovce"|"Inovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2866"|"5"|"SK0429522538"|"Jasenov"|"Jasenov"|"Jasenov"|"Jasenov"|"Jasenov"|"Jasenov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2867"|"5"|"SK0429522554"|"Jenkovce"|"Jenkovce"|"Jenkovce"|"Jenkovce"|"Jenkovce"|"Jenkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2868"|"5"|"SK0429522601"|"Kolibabovce"|"Kolibabovce"|"Kolibabovce"|"Kolibabovce"|"Kolibabovce"|"Kolibabovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2869"|"5"|"SK0429522627"|"Koňuš"|"Koňuš"|"Koňuš"|"Koňuš"|"Koňuš"|"Koňuš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2870"|"5"|"SK0429522643"|"Koromľa"|"Koromľa"|"Koromľa"|"Koromľa"|"Koromľa"|"Koromľa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2871"|"5"|"SK0429522660"|"Krčava"|"Krčava"|"Krčava"|"Krčava"|"Krčava"|"Krčava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2872"|"5"|"SK0429522678"|"Kristy"|"Kristy"|"Kristy"|"Kristy"|"Kristy"|"Kristy"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2873"|"5"|"SK0429522716"|"Lekárovce"|"Lekárovce"|"Lekárovce"|"Lekárovce"|"Lekárovce"|"Lekárovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2874"|"5"|"SK0429522813"|"Nižná Rybnica"|"Nižná Rybnica"|"Nižná Rybnica"|"Nižná Rybnica"|"Nižná Rybnica"|"Nižná Rybnica"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2875"|"5"|"SK0429522821"|"Nižné Nemecké"|"Nižné Nemecké"|"Nižné Nemecké"|"Nižné Nemecké"|"Nižné Nemecké"|"Nižné Nemecké"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2876"|"5"|"SK0429522830"|"Orechová"|"Orechová"|"Orechová"|"Orechová"|"Orechová"|"Orechová"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2877"|"5"|"SK0429522856"|"Ostrov"|"Ostrov"|"Ostrov"|"Ostrov"|"Ostrov"|"Ostrov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2878"|"5"|"SK0429522899"|"Petrovce"|"Petrovce"|"Petrovce"|"Petrovce"|"Petrovce"|"Petrovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2879"|"5"|"SK0429522911"|"Pinkovce"|"Pinkovce"|"Pinkovce"|"Pinkovce"|"Pinkovce"|"Pinkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2880"|"5"|"SK0429522929"|"Podhoroď"|"Podhoroď"|"Podhoroď"|"Podhoroď"|"Podhoroď"|"Podhoroď"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2881"|"5"|"SK0429522937"|"Porostov"|"Porostov"|"Porostov"|"Porostov"|"Porostov"|"Porostov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2882"|"5"|"SK0429522953"|"Porúbka"|"Porúbka"|"Porúbka"|"Porúbka"|"Porúbka"|"Porúbka"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2883"|"5"|"SK0429522970"|"Priekopa"|"Priekopa"|"Priekopa"|"Priekopa"|"Priekopa"|"Priekopa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2884"|"5"|"SK0429523003"|"Remetské Hámre"|"Remetské Hámre"|"Remetské Hámre"|"Remetské Hámre"|"Remetské Hámre"|"Remetské Hámre"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2885"|"5"|"SK0429523011"|"Ruská Bystrá"|"Ruská Bystrá"|"Ruská Bystrá"|"Ruská Bystrá"|"Ruská Bystrá"|"Ruská Bystrá"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2886"|"5"|"SK0429523020"|"Ruskovce"|"Ruskovce"|"Ruskovce"|"Ruskovce"|"Ruskovce"|"Ruskovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2887"|"5"|"SK0429523038"|"Ruský Hrabovec"|"Ruský Hrabovec"|"Ruský Hrabovec"|"Ruský Hrabovec"|"Ruský Hrabovec"|"Ruský Hrabovec"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2888"|"5"|"SK0429523046"|"Sejkov"|"Sejkov"|"Sejkov"|"Sejkov"|"Sejkov"|"Sejkov"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2889"|"5"|"SK0429523089"|"Sobrance"|"Sobrance"|"Sobrance"|"Sobrance"|"Sobrance"|"Sobrance"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2890"|"5"|"SK0429523143"|"Svätuš"|"Svätuš"|"Svätuš"|"Svätuš"|"Svätuš"|"Svätuš"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2891"|"5"|"SK0429523160"|"Tašuľa"|"Tašuľa"|"Tašuľa"|"Tašuľa"|"Tašuľa"|"Tašuľa"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2892"|"5"|"SK0429523178"|"Tibava"|"Tibava"|"Tibava"|"Tibava"|"Tibava"|"Tibava"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2893"|"5"|"SK0429522503"|"Choňkovce"|"Choňkovce"|"Choňkovce"|"Choňkovce"|"Choňkovce"|"Choňkovce"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2894"|"5"|"SK0429523224"|"Úbrež"|"Úbrež"|"Úbrež"|"Úbrež"|"Úbrež"|"Úbrež"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2895"|"5"|"SK0429523232"|"Veľké Revištia"|"Veľké Revištia"|"Veľké Revištia"|"Veľké Revištia"|"Veľké Revištia"|"Veľké Revištia"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
"2896"|"5"|"SK0429523267"|"Vojnatina"|"Vojnatina"|"Vojnatina"|"Vojnatina"|"Vojnatina"|"Vojnatina"|"lokálna štatistická územná jednotka obec"|""|""|""|""|""|""|""|""|"SK0429"|"01.08.2004"|""|"16.10.2006"|"16.10.2006"
